Bacon,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Local,Address,State,City,Zip Code,Date Collected,Url,Store
Farmland Naturally Hickory Smoked Lower Sodium Classic Cut Bacon,7.39,7.39,1.0,16 oz Package,Farmland,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/53849/Farmland-Naturally-Hickory-Smoked-Lower-Sodium-Classic-Cut-Bacon,Hyvee 
Hormel Black Label Maple Bacon,8.39,8.39,0.75,12 oz Pack,Hormel black label,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/47121/Hormel-Black-Label-Maple-Bacon,Hyvee 
Oscar Mayer Fully Cooked Original Bacon 2.52 oz. Box,6.89,6.89,0.1575,2.52 oz Box,Oscar mayer,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/164627/Oscar-Mayer-Fully-Cooked-Original-Bacon-252-oz-Box,Hyvee 
Hy-Vee Hickory House Hickory Smoked Thick Sliced Bacon,9.49,9.49,1.5,24 oz Package,Hy-vee,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/23974/HyVee-Hickory-House-Hickory-Smoked-Thick-Sliced-Bacon,Hyvee 
Oscar Mayer Selects Smoked Uncured Bacon,7.29,9.49,0.75,12 oz Pack,Oscar mayer,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/50319/Oscar-Mayer-Selects-Smoked-Uncured-Bacon,Hyvee 
Jimmy Dean FC Applewood Smoked Bacon,6.29,6.49,0.1375,2.2 oz Package,Jimmy dean,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/2471760/Jimmy-Dean-FC-Applewood-Smoked-Bacon,Hyvee 
Oscar Mayer Center Cut Thick Sliced Bacon,6.29,8.99,0.75,12 oz Pack,Oscar mayer,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/16239/Oscar-Mayer-Center-Cut-Thick-Sliced-Bacon,Hyvee 
Hormel Black Label Original Thick Cut Bacon,13.69,13.69,1.5,24 oz Pack,Hormel black label,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/2214511/Hormel-Black-Label-Original-Thick-Cut-Bacon,Hyvee 
Wright Naturally Smoked Applewood Bacon,12.59,12.59,1.5,24 oz Package,Wright,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/1008152/Wright-Naturally-Smoked-Applewood-Bacon,Hyvee 
Smithfield Naturally Hickory Smoked Thick Cut Bacon,3.99,6.49,0.75,12 oz,Smithfield,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/1813260/Smithfield-Naturally-Hickory-Smoked-Thick-Cut-Bacon,Hyvee 
Hy-Vee Hickory House Peppered Naturally Smoked Thick Sliced Bacon,9.49,9.49,1.5,24 oz Package,Hy-vee,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/23976/HyVee-Hickory-House-Peppered-Naturally-Smoked-Thick-Sliced-Bacon,Hyvee 
Farmland Naturally Applewood Smoked Thick Cut Bacon,13.69,13.69,1.5,24 oz Zip Pak,Farmland,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/21320/Farmland-Naturally-Applewood-Smoked-Thick-Cut-Bacon,Hyvee 
Farmland Naturally Hickory Smoked Extra Thick Cut Bacon,7.39,7.39,1.0,16 oz,Farmland,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/21253/Farmland-Naturally-Hickory-Smoked-Extra-Thick-Cut-Bacon,Hyvee 
Hormel Black Label Cherrywood Thick Cut Bacon,8.39,8.39,0.75,12 oz Pack,Hormel black label,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/1255920/Hormel-Black-Label-Cherrywood-Thick-Cut-Bacon,Hyvee 
Hy-Vee Blue Ribbon Maple Naturally Smoked Thick Sliced Bacon,9.49,9.49,1.5,24 oz Package,Hy-vee,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/57304/HyVee-Blue-Ribbon-Maple-Naturally-Smoked-Thick-Sliced-Bacon,Hyvee 
Farmland Naturally Hickory Smoked 30% Less Fat Center Cut Bacon,7.39,7.39,0.75,12 oz,Farmland,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/21252/Farmland-Naturally-Hickory-Smoked-30-Less-Fat-Center-Cut-Bacon,Hyvee 
Bourbon & Brown Sugar Slab Bacon,4.99,8.99,1.0,1 lb,,,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/2501872/Bourbon-And-Brown-Sugar-Slab-Bacon,Hyvee 
Hormel Natural ChoiceOriginal Thick Cut Uncured Bacon,12.59,12.59,1.25,20 oz Pack,Hormel,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/2516586/Hormel-Natural-ChoiceOriginal-Thick-Cut-Uncured-Bacon,Hyvee 
Farmland Naturally Hickory Smoked Double Smoked Classic Cut Bacon,7.39,7.39,1.0,16 oz,Farmland,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/21319/Farmland-Naturally-Hickory-Smoked-Double-Smoked-Classic-Cut-Bacon,Hyvee 
Des Moines Bacon & Meat Company Hardwood Smoked Uncured Country Bacon,6.29,7.49,0.75,12 oz Package,Des moines bacon & meat company,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/317829/Des-Moines-Bacon-And-Meat-Company-Hardwood-Smoked-Uncured-Country-Bacon,Hyvee 
Hormel Black Label Jalapeno Thick Cut Bacon,8.39,8.39,0.75,12 oz Pack,Hormel black label,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/1255919/Hormel-Black-Label-Jalapeno-Thick-Cut-Bacon,Hyvee 
"Oscar Mayer Bacon, Thick Cut, Applewood",7.29,9.49,1.0,16 oz,Oscar mayer,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/3538865/Oscar-Mayer-Bacon-Thick-Cut-Applewood,Hyvee 
Des Moines Bacon & Meat Company Applewood Smoked Bacon,6.29,7.49,0.75,12 oz Package,Des moines bacon & meat company,Local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/317830/Des-Moines-Bacon-And-Meat-Company-Applewood-Smoked-Bacon,Hyvee 
Oscar Mayer Natural Fully Cooked Uncured Bacon,7.39,7.39,0.1575,2.52 oz,Oscar mayer,Non-local,,,,,2023-07-03,https://www.hy-vee.com/aisles-online/p/3308731/Oscar-Mayer-Natural-Fully-Cooked-Uncured-Bacon,Hyvee 
IFH - Driftless Provisions - Bacon,12.0,12.0,0.75,12 oz,Iowa food hub,Local,200 Railroad Street,IA,Decorah,52101,2023-07-03,https://iowa-food-hub.myshopify.com/products/ifh-driftless-provisions-bacon?_pos=1&_sid=32232c832&_ss=r&variant=39733334966390,Iowa Food Hub 
WBP Pork Bacon,18.0,18.0,3.0,3 lb,Winneshiek beef pork & poultry,Local,200 Railroad Street,IA,Decorah,52101,2023-07-03,https://iowa-food-hub.myshopify.com/products/wbp-pork-bacon?_pos=5&_sid=32232c832&_ss=r,Iowa Food Hub 
"HHHM Bacon, Uncured, 1 lb.",15.0,15.0,1.0,1 lb,Humble hands harvest,Local,200 Railroad Street,IA,Decorah,52101,2023-07-03,https://iowa-food-hub.myshopify.com/products/hhh-bacon-1-lb?_pos=3&_sid=32232c832&_ss=r,Iowa Food Hub 
"HCF Beef Bacon, Hickory Smoked",15.0,15.0,1.0,1 lb,Hart country meats,Local,200 Railroad Street,IA,Decorah,52101,2023-07-03,https://iowa-food-hub.myshopify.com/products/hcf-beef-bacon-hickory-smoked?_pos=2&_sid=32232c832&_ss=r,Iowa Food Hub 
Jowl bacon,12.5,12.5,1.0,1 lb,Joia food farm,local,2038 March Avenue,IA,Charles City,50616,2023-07-03,https://www.joiafoodfarm.com/farmstore/jowl-bacon,Joia Food Farm 
Bacon,12.5,12.5,1.0,1 lb,Joia food farm,local,2038 March Avenue,IA,Charles City,50616,2023-07-03,https://www.joiafoodfarm.com/farmstore/bacon,Joia Food Farm 
British bacon,13.0,13.0,0.75,0.75 lb,Joia food farm,local,2038 March Avenue,IA,Charles City,50616,2023-07-03,https://www.joiafoodfarm.com/farmstore/danish-bacon,Joia Food Farm 
Cottage bacon,11.5,11.5,1.0,1 lb,Joia food farm,local,2038 March Avenue,IA,Charles City,50616,2023-07-03,https://www.joiafoodfarm.com/farmstore/cottage-bacon,Joia Food Farm 
Applegate Natural Hickory Smoked Uncured Sunday Bacon 8 oz,6.99,6.99,0.5,8 oz,Applegate,Non-local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/sliced/applegate_natural_hickory_smoked_uncured_sunday_bacon_8_oz/p/19959#!/?department_id=1322093,New Pioneer Co-Op 
Applegate Natural Hickory Smoked Uncured Sunday Bacon 8 oz,6.99,6.99,0.5,8 oz,Applegate,Non-local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_hickory_smoked_bacon/p/7703726#!/?department_id=1322093,New Pioneer Co-Op 
Beeler Hickory Smoked Bacon,7.49,7.49,0.75,12 oz,Beeler,Local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_bacon_ends_and_pieces/p/1564405684703446698#!/?department_id=1322093,New Pioneer Co-Op 
Beeler Bacon Ends And Pieces,2.99,2.99,1.0,16 oz,Beeler,Local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_hickory_smoked_bacon/p/7791059#!/?department_id=1322093,New Pioneer Co-Op 
Beeler Hickory Smoked Bacon,18.99,18.99,2.0,32 oz,Beeler,Local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/garrett_valley_pork_bacon_classic_dry_rubbed_uncured/p/7703238#!/?department_id=1322093,New Pioneer Co-Op 
Garrett Valley Turkey Bacon Sugar Free Paleo,6.99,6.99,0.5,8 oz,Garrett valley,Non-local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/turkey/garrett_valley_turkey_bacon_sugar_free_paleo/p/7703237#!/?department_id=1322093,New Pioneer Co-Op 
Garrett Valley Turkey Bacon Sugar Free Paleo,6.99,6.99,0.5,8 oz,Garrett valley,Non-local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_pepper_bacon/p/1564405684702577823#!/?department_id=1322093,New Pioneer Co-Op 
Beeler Pepper Bacon,7.49,7.49,0.75,12 oz,Beeler,Local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/turkey/plainville_farms_turkey_bacon_uncured/p/4750634#!/?department_id=1322093,New Pioneer Co-Op 
"Plainville Farms Turkey Bacon, Uncured",5.49,5.49,0.5,8 oz,Plainville farms,Non-local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/garrett_valley_pork_bacon_8_oz/p/6572556#!/?department_id=1322093,New Pioneer Co-Op 
Garrett Valley Pork Bacon 8 oz,8.49,8.49,0.5,8 oz,Garrett valley,Non-local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/refrigerated/meat_alternatives/herbivorous_butcher_hickory_maple_bacon/p/1564405684704334152#!/?department_id=1322093,New Pioneer Co-Op 
New Pi Bulk Bacon,8.99,8.99,1.0,lb,New pi,Local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/pork/new_pi_bulk_bacon/p/1564405684704337543#!/?department_id=1322171,New Pioneer Co-Op 
New Pi Bulk Bacon,8.99,8.99,1.0,lb,New pi,Local,3338 Center Point Road Northeast,IA,Cedar Rapids,52402,2023-07-03,https://shop.newpi.coop/shop/meat/pork/niman_ranch_uncured_bacon_12_oz/p/7276#!/?department_id=1322171,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/sliced/applegate_natural_hickory_smoked_uncured_sunday_bacon_8_oz/p/19959#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_hickory_smoked_bacon/p/7703726#!/?department_id=1322093,New Pioneer Co-Op 
Beeler Bacon Ends And Pieces,2.99,2.99,1.0,16 oz,Beeler,Local,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_bacon_ends_and_pieces/p/1564405684703446698#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_hickory_smoked_bacon/p/7791059#!/?department_id=1322093,New Pioneer Co-Op 
"Garrett Valley Pork Bacon, Classic Dry Rubbed, Uncured",7.99,7.99,0.5,8 oz,Garrett valley,Non-local,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/garrett_valley_pork_bacon_classic_dry_rubbed_uncured/p/7703238#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/turkey/garrett_valley_turkey_bacon_sugar_free_paleo/p/7703237#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_pepper_bacon/p/1564405684702577823#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/turkey/plainville_farms_turkey_bacon_uncured/p/4750634#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/garrett_valley_pork_bacon_8_oz/p/6572556#!/?department_id=1322093,New Pioneer Co-Op 
Herbivorous Butcher Hickory Maple Bacon,12.99,12.99,0.5,8 oz,Herbivorous butcher,Non-local,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/refrigerated/meat_alternatives/herbivorous_butcher_hickory_maple_bacon/p/1564405684704334152#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/pork/new_pi_bulk_bacon/p/1564405684704337543#!/?department_id=1322171,New Pioneer Co-Op 
Niman Ranch Uncured Bacon 12 oz,10.79,10.79,0.75,12 oz,Niman ranch,Non-local,22 South Van Buren Street,IA,Iowa City,52240,2023-07-03,https://shop.newpi.coop/shop/meat/pork/niman_ranch_uncured_bacon_12_oz/p/7276#!/?department_id=1322171,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/sliced/applegate_natural_hickory_smoked_uncured_sunday_bacon_8_oz/p/19959#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_hickory_smoked_bacon/p/7703726#!/?department_id=1322093,New Pioneer Co-Op 
Beeler Bacon Ends And Pieces,2.99,2.99,1.0,16 oz,Beeler,Local,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_bacon_ends_and_pieces/p/1564405684703446698#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_hickory_smoked_bacon/p/7791059#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/garrett_valley_pork_bacon_classic_dry_rubbed_uncured/p/7703238#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/turkey/garrett_valley_turkey_bacon_sugar_free_paleo/p/7703237#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/beeler_pepper_bacon/p/1564405684702577823#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/turkey/plainville_farms_turkey_bacon_uncured/p/4750634#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/bacon/garrett_valley_pork_bacon_8_oz/p/6572556#!/?department_id=1322093,New Pioneer Co-Op 
Herbivorous Butcher Hickory Maple Bacon,12.99,12.99,0.5,8 oz,Herbivorous butcher,Non-local,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/refrigerated/meat_alternatives/herbivorous_butcher_hickory_maple_bacon/p/1564405684704334152#!/?department_id=1322093,New Pioneer Co-Op 
Sorry!,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,Out of Stock,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/pork/new_pi_bulk_bacon/p/1564405684704337543#!/?department_id=1322171,New Pioneer Co-Op 
Niman Ranch Uncured Bacon 12 oz,10.79,10.79,0.75,12 oz,Niman ranch,Non-local,1101 2nd St,IA,Coralville,52241,2023-07-03,https://shop.newpi.coop/shop/meat/pork/niman_ranch_uncured_bacon_12_oz/p/7276#!/?department_id=1322171,New Pioneer Co-Op 
"Hormel Black Label Thick Cut Bacon, 1 Lb",5.49,7.99,1.0,16 oz,Hormel black label,Local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/hormel_black_label_thick_cut_bacon_1_lb/p/229335,Russ Market 
"Hormel® Black Label® Original Bacon, 16 Ounce",5.49,7.99,1.0,16 oz,Hormel black label,Local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/hormel_black_label_original_bacon_16_ounce/p/2349369,Russ Market 
Mullan Road Bacon,15.99,15.99,3.0,3 lb,Mullan road,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/mullan_road_bacon/p/5220311,Russ Market 
Prairie Fresh Signature Applewood Smoked Bacon Pork Loin Filet 27.2 Oz,6.99,8.99,1.7,27.2 oz,Prairie fresh,Local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/prairie_fresh_signature_applewood_smoked_bacon_pork_loin_filet_27_2_oz/p/6828650,Russ Market 
"Farmland Bacon, Thick Cut, Naturally Hickory Smoked",10.99,12.99,1.5,24 oz,Farmland,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/farmland_bacon_thick_cut_naturally_hickory_smoked/p/571658,Russ Market 
Sliced Slab Bacon,3.99,3.99,1.0,lb,,,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced_slab_bacon/p/1564405684712590572,Russ Market 
Smithfield Naturally Hickory Smoked Hometown Original Bacon,3.99,6.99,0.75,12 oz,Smithfield,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/smithfield_naturally_hickory_smoked_hometown_original_bacon/p/3142755,Russ Market 
Jamestown Economy Sliced Bacon 16 Oz,4.49,4.49,1.0,16 oz,Jamestown,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/jamestown_economy_sliced_bacon_16_oz/p/180026,Russ Market 
Smithfield® Naturally Hickory Smoked Thick Cut Bacon 12 Oz. Pack,3.99,6.99,0.75,12 oz,Smithfield,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/smithfield_naturally_hickory_smoked_thick_cut_bacon_12_oz_pack/p/3142757,Russ Market 
"Smithfield Bacon, Thick Cut 12 Oz",3.99,6.99,0.75,12 oz,Smithfield,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/smithfield_bacon_thick_cut_12_oz/p/2101085,Russ Market 
"Farmland Naturally Hickory Smoked Classic Cut Bacon, 16 Oz",3.49,8.99,1.0,16 oz,Farmland,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/farmland_naturally_hickory_smoked_classic_cut_bacon_16_oz/p/2376191,Russ Market 
"Farmland Naturally Hickory Smoked Thick Cut Bacon, 16 Oz",3.49,8.99,1.0,16 oz,Farmland,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/farmland_naturally_hickory_smoked_thick_cut_bacon_16_oz/p/95721,Russ Market 
"Farmland Naturally Applewood Smoked Bacon, 16 Oz",3.49,8.99,1.0,16 oz,Farmland,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/farmland_naturally_applewood_smoked_bacon_16_oz/p/585815,Russ Market 
"Hormel Black Label Microwave Ready Bacon, 12 Oz",8.69,8.69,0.75,12 oz,Hormel black label,Local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/hormel_black_label_microwave_ready_bacon/p/26151,Russ Market 
Oscar Mayer Original Bacon 16 Oz,6.99,9.99,1.0,16 oz,Oscar mayer,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/oscar_mayer_original_bacon_16_oz/p/32303,Russ Market 
Big Buy Hardwood Smoked Bacon,3.79,3.79,1.0,1 lb,Big buy,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/big_buy_hardwood_smoked_bacon/p/2101073,Russ Market 
"Oscar Mayer Turkey Bacon, Original 12 Oz",4.79,4.99,0.75,12 oz,Oscar mayer,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/turkey/oscar_mayer_turkey_bacon_original_12_oz/p/39809,Russ Market 
"Farmland Bacon, Low Sodium, Hickory Smoked 16 Oz",3.49,8.99,1.0,16 oz,Farmland,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/farmland_bacon_low_sodium_hickory_smoked_16_oz/p/2376192,Russ Market 
"Farmland Bacon, Double Smoked, Double Thick Cut 12 Oz",3.49,8.99,0.75,12 oz,Farmland,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/canadian/farmland_bacon_double_smoked_double_thick_cut_12_oz/p/1564405684713224952,Russ Market 
Hormel® Black Label® Naturally Hardwood Smoked 97% Fat Free Canadian Bacon 6 Oz. Zip Pak®,4.99,4.99,0.375,6 oz,Hormel black label,Local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/canadian/hormel_black_label_naturally_hardwood_smoked_97_fat_free_canadian_bacon_6_oz_zip_pak/p/26168,Russ Market 
"Oscar Mayer Bacon, Original 8 Oz",3.49,4.49,0.5,8 oz,Oscar mayer,Non-local,900 South Locust Street,IA,Glenwood,51534,2023-07-03,https://www.russmarket.com/shop/meat/bacon/sliced/oscar_mayer_bacon_original_8_oz/p/32302,Russ Market 
